reading_id,sensor_id,location,timestamp,temperature_celsius,humidity_percent,pressure_hpa,battery_level,signal_strength
READ_00006980,SENSOR_043,Warehouse_2,2024-09-25T05:40:00,24.1,59.8,1006.11,60,-42
READ_00006981,SENSOR_049,Building_A,2024-09-25T05:45:00,22.49,61.51,1017.58,22,-51
READ_00006982,SENSOR_015,Building_B,2024-09-25T05:50:00,22.45,44.15,1014.84,75,-60
READ_00006983,SENSOR_026,Office_Floor_1,2024-09-25T05:55:00,17.36,44.51,1006.53,36,-56
READ_00006984,SENSOR_041,Building_A,2024-09-25T06:00:00,19.98,42.5,1016.2,53,-63
READ_00006985,SENSOR_040,Building_A,2024-09-25T06:05:00,18.81,31.69,1008.8,41,-36
READ_00006986,SENSOR_048,Warehouse_2,2024-09-25T06:10:00,16.77,39.69,1010.56,59,-57
READ_00006987,SENSOR_011,Warehouse_1,2024-09-25T06:15:00,25.47,47.18,1008.81,81,-37
READ_00006988,SENSOR_022,Building_A,2024-09-25T06:20:00,24.92,64.46,1014.83,27,-58
READ_00006989,SENSOR_003,Warehouse_1,2024-09-25T06:25:00,22.76,53.8,1014.45,58,-84
READ_00006990,SENSOR_003,Office_Floor_2,2024-09-25T06:30:00,24.23,27.29,1015.91,35,-47
READ_00006991,SENSOR_019,Office_Floor_1,2024-09-25T06:35:00,23.36,50.19,998.92,60,-72
READ_00006992,SENSOR_021,Building_A,2024-09-25T06:40:00,23.86,44.07,1013.97,71,-56
READ_00006993,SENSOR_017,Office_Floor_1,2024-09-25T06:45:00,23.44,45.8,1018.84,38,-45
READ_00006994,SENSOR_012,Building_B,2024-09-25T06:50:00,17.91,40.01,1017.79,71,-80
READ_00006995,SENSOR_008,Warehouse_1,2024-09-25T06:55:00,20.08,59.22,1003.42,44,-63
READ_00006996,SENSOR_011,Warehouse_1,2024-09-25T07:00:00,22.87,42.47,1010.98,43,-37
READ_00006997,SENSOR_049,Office_Floor_1,2024-09-25T07:05:00,22.77,41.73,1011.39,58,-45
READ_00006998,SENSOR_010,Office_Floor_1,2024-09-25T07:10:00,23.25,37.99,1016.05,80,-57
READ_00006999,SENSOR_011,Warehouse_2,2024-09-25T07:15:00,24.29,51.53,1018.34,74,-54
READ_00007000,SENSOR_042,Warehouse_2,2024-09-25T07:20:00,23.54,57.87,1020.96,68,-58
READ_00007001,SENSOR_012,Warehouse_1,2024-09-25T07:25:00,21.9,55.63,1016.88,90,-63
READ_00007002,SENSOR_012,Warehouse_1,2024-09-25T07:30:00,22.98,26.73,1008.8,43,-51
READ_00007003,SENSOR_002,Warehouse_2,2024-09-25T07:35:00,15.52,52.57,1014.74,41,-90
READ_00007004,SENSOR_038,Building_B,2024-09-25T07:40:00,19.85,28.97,1007.15,23,-58
READ_00007005,SENSOR_010,Building_B,2024-09-25T07:45:00,21.08,58.2,1007.23,68,-31
READ_00007006,SENSOR_048,Building_A,2024-09-25T07:50:00,21.84,39.53,1018.27,63,-66
READ_00007007,SENSOR_026,Building_A,2024-09-25T07:55:00,17.72,42.32,1022.75,24,-77
READ_00007008,SENSOR_026,Warehouse_2,2024-09-25T08:00:00,23.44,51.1,1009.74,33,-79
READ_00007009,SENSOR_035,Building_A,2024-09-25T08:05:00,24.13,44.32,1005.5,23,-78
READ_00007010,SENSOR_029,Building_A,2024-09-25T08:10:00,20.84,26.68,1018.05,47,-77
READ_00007011,SENSOR_026,Office_Floor_2,2024-09-25T08:15:00,22.12,53.69,1011.89,54,-62
READ_00007012,SENSOR_027,Warehouse_2,2024-09-25T08:20:00,20.4,44.93,1016.54,50,-90
READ_00007013,SENSOR_002,Office_Floor_1,2024-09-25T08:25:00,20.02,36.2,1012.69,53,-62
READ_00007014,SENSOR_011,Warehouse_1,2024-09-25T08:30:00,21.66,49.54,1012.21,63,-56
READ_00007015,SENSOR_004,Office_Floor_1,2024-09-25T08:35:00,19.89,39.45,1008.12,20,-87
READ_00007016,SENSOR_012,Office_Floor_1,2024-09-25T08:40:00,19.5,46.19,1012.11,38,-78
READ_00007017,SENSOR_047,Warehouse_2,2024-09-25T08:45:00,18.44,46.46,1016.8,94,-82
READ_00007018,SENSOR_001,Office_Floor_1,2024-09-25T08:50:00,24.09,42.41,1014.54,41,-79
READ_00007019,SENSOR_050,Warehouse_2,2024-09-25T08:55:00,24.28,36.75,1008.63,86,-72
READ_00007020,SENSOR_041,Building_A,2024-09-25T09:00:00,19.68,35.24,1013.06,26,-50
READ_00007021,SENSOR_023,Warehouse_2,2024-09-25T09:05:00,26.55,48.65,1012.98,37,-48
READ_00007022,SENSOR_014,Building_B,2024-09-25T09:10:00,18.07,36.95,1012.56,22,-36
READ_00007023,SENSOR_008,Office_Floor_1,2024-09-25T09:15:00,25.52,53.34,1014.31,95,-79
READ_00007024,SENSOR_018,Warehouse_2,2024-09-25T09:20:00,23.85,40.16,1010.1,58,-65
READ_00007025,SENSOR_018,Warehouse_2,2024-09-25T09:25:00,21.11,46.57,1011.96,21,-34
READ_00007026,SENSOR_004,Warehouse_1,2024-09-25T09:30:00,23.97,34.71,1008.12,57,-43
READ_00007027,SENSOR_033,Office_Floor_1,2024-09-25T09:35:00,20.79,54.05,1014.43,35,-47
READ_00007028,SENSOR_030,Building_A,2024-09-25T09:40:00,18.84,37.65,1007.85,65,-44
READ_00007029,SENSOR_040,Office_Floor_1,2024-09-25T09:45:00,19.87,45.49,1016.33,53,-77
READ_00007030,SENSOR_034,Office_Floor_2,2024-09-25T09:50:00,19.84,51.14,1006.58,29,-61
READ_00007031,SENSOR_047,Warehouse_1,2024-09-25T09:55:00,19.0,62.68,1008.29,26,-83
READ_00007032,SENSOR_001,Building_B,2024-09-25T10:00:00,21.89,59.53,1016.86,58,-34
READ_00007033,SENSOR_018,Office_Floor_1,2024-09-25T10:05:00,21.19,43.26,1012.77,66,-39
READ_00007034,SENSOR_041,Warehouse_2,2024-09-25T10:10:00,18.49,39.45,1008.28,66,-60
READ_00007035,SENSOR_050,Warehouse_1,2024-09-25T10:15:00,25.79,42.42,1007.64,88,-86
READ_00007036,SENSOR_018,Warehouse_2,2024-09-25T10:20:00,20.13,71.17,1008.12,24,-50
READ_00007037,SENSOR_035,Office_Floor_1,2024-09-25T10:25:00,23.21,55.03,1016.14,43,-90
READ_00007038,SENSOR_049,Warehouse_2,2024-09-25T10:30:00,22.99,71.48,1007.75,68,-81
READ_00007039,SENSOR_041,Office_Floor_1,2024-09-25T10:35:00,17.07,38.66,1012.77,24,-39
READ_00007040,SENSOR_035,Office_Floor_1,2024-09-25T10:40:00,17.52,31.08,1011.39,86,-57
READ_00007041,SENSOR_020,Building_B,2024-09-25T10:45:00,20.47,51.73,1008.52,93,-76
READ_00007042,SENSOR_046,Warehouse_2,2024-09-25T10:50:00,23.73,59.15,1017.57,83,-71
READ_00007043,SENSOR_006,Building_A,2024-09-25T10:55:00,22.0,55.01,1007.01,41,-43
READ_00007044,SENSOR_024,Warehouse_1,2024-09-25T11:00:00,21.72,42.85,1008.59,87,-57
READ_00007045,SENSOR_034,Warehouse_1,2024-09-25T11:05:00,21.73,48.74,999.31,24,-45
READ_00007046,SENSOR_018,Office_Floor_1,2024-09-25T11:10:00,22.5,61.78,1010.88,55,-88
READ_00007047,SENSOR_024,Office_Floor_1,2024-09-25T11:15:00,22.11,50.0,1017.88,41,-52
READ_00007048,SENSOR_020,Warehouse_1,2024-09-25T11:20:00,22.8,44.29,1021.43,84,-53
READ_00007049,SENSOR_016,Warehouse_2,2024-09-25T11:25:00,27.49,40.99,1014.42,44,-87
READ_00007050,SENSOR_050,Building_B,2024-09-25T11:30:00,21.63,38.0,1005.22,71,-43
READ_00007051,SENSOR_013,Office_Floor_1,2024-09-25T11:35:00,26.44,60.1,1008.62,82,-40
READ_00007052,SENSOR_003,Building_B,2024-09-25T11:40:00,23.18,51.85,1018.33,53,-42
READ_00007053,SENSOR_033,Warehouse_2,2024-09-25T11:45:00,20.44,54.94,1020.44,62,-46
READ_00007054,SENSOR_025,Warehouse_1,2024-09-25T11:50:00,19.4,40.68,1011.21,84,-85
READ_00007055,SENSOR_032,Warehouse_2,2024-09-25T11:55:00,27.62,45.3,1013.34,24,-90
READ_00007056,SENSOR_007,Office_Floor_2,2024-09-25T12:00:00,20.66,43.27,1009.48,50,-64
READ_00007057,SENSOR_013,Building_B,2024-09-25T12:05:00,22.87,41.44,1008.31,78,-53
READ_00007058,SENSOR_028,Warehouse_1,2024-09-25T12:10:00,21.36,37.53,1002.11,85,-85
READ_00007059,SENSOR_023,Office_Floor_2,2024-09-25T12:15:00,21.92,39.53,1008.2,54,-64
READ_00007060,SENSOR_009,Office_Floor_1,2024-09-25T12:20:00,18.78,35.37,1008.24,82,-36
READ_00007061,SENSOR_013,Building_B,2024-09-25T12:25:00,15.85,53.26,1016.32,50,-56
READ_00007062,SENSOR_048,Office_Floor_1,2024-09-25T12:30:00,25.44,61.57,1024.12,97,-33
READ_00007063,SENSOR_024,Warehouse_2,2024-09-25T12:35:00,21.69,21.34,1014.25,92,-87
READ_00007064,SENSOR_022,Building_A,2024-09-25T12:40:00,18.96,54.63,1009.27,78,-32
READ_00007065,SENSOR_042,Building_B,2024-09-25T12:45:00,22.86,38.69,1011.35,52,-74
READ_00007066,SENSOR_022,Building_B,2024-09-25T12:50:00,27.62,32.36,1015.52,98,-45
READ_00007067,SENSOR_006,Building_A,2024-09-25T12:55:00,17.78,51.04,1010.25,66,-42
READ_00007068,SENSOR_034,Office_Floor_2,2024-09-25T13:00:00,22.17,25.26,1007.54,99,-56
READ_00007069,SENSOR_045,Building_A,2024-09-25T13:05:00,22.64,42.71,1004.5,67,-89
READ_00007070,SENSOR_048,Warehouse_1,2024-09-25T13:10:00,20.08,46.93,1015.54,81,-48
READ_00007071,SENSOR_017,Building_B,2024-09-25T13:15:00,17.33,38.02,1013.89,46,-56
READ_00007072,SENSOR_011,Warehouse_1,2024-09-25T13:20:00,18.67,46.66,1016.82,70,-89
READ_00007073,SENSOR_006,Building_A,2024-09-25T13:25:00,26.06,26.35,1022.94,90,-68
READ_00007074,SENSOR_006,Office_Floor_2,2024-09-25T13:30:00,19.68,41.34,1015.37,97,-30
READ_00007075,SENSOR_027,Building_A,2024-09-25T13:35:00,22.61,26.21,1015.58,85,-37
READ_00007076,SENSOR_045,Warehouse_2,2024-09-25T13:40:00,21.1,34.83,1005.37,73,-72
READ_00007077,SENSOR_034,Office_Floor_2,2024-09-25T13:45:00,25.57,40.05,1015.58,93,-79
READ_00007078,SENSOR_011,Warehouse_1,2024-09-25T13:50:00,20.62,43.41,1020.89,77,-38
READ_00007079,SENSOR_049,Building_B,2024-09-25T13:55:00,20.11,52.29,1006.48,42,-80
READ_00007080,SENSOR_042,Building_A,2024-09-25T14:00:00,26.01,31.98,1007.61,76,-80
READ_00007081,SENSOR_001,Office_Floor_2,2024-09-25T14:05:00,19.64,52.6,1020.36,74,-36
READ_00007082,SENSOR_020,Warehouse_2,2024-09-25T14:10:00,27.06,35.34,1021.45,30,-73
READ_00007083,SENSOR_043,Building_B,2024-09-25T14:15:00,26.89,46.91,1003.61,22,-40
READ_00007084,SENSOR_033,Office_Floor_1,2024-09-25T14:20:00,19.2,47.84,1011.73,25,-72
READ_00007085,SENSOR_018,Warehouse_2,2024-09-25T14:25:00,22.27,43.35,1013.46,50,-79
READ_00007086,SENSOR_034,Office_Floor_2,2024-09-25T14:30:00,24.39,41.05,1009.45,20,-44
READ_00007087,SENSOR_015,Building_B,2024-09-25T14:35:00,20.38,35.91,1017.53,50,-46
READ_00007088,SENSOR_022,Building_B,2024-09-25T14:40:00,23.18,49.24,1006.67,76,-41
READ_00007089,SENSOR_032,Warehouse_2,2024-09-25T14:45:00,21.19,46.98,1005.35,94,-78
READ_00007090,SENSOR_021,Office_Floor_1,2024-09-25T14:50:00,23.07,45.36,1014.51,62,-50
READ_00007091,SENSOR_045,Office_Floor_2,2024-09-25T14:55:00,16.87,31.66,1017.82,60,-35
READ_00007092,SENSOR_022,Warehouse_1,2024-09-25T15:00:00,20.93,35.37,1010.54,43,-35
READ_00007093,SENSOR_027,Warehouse_2,2024-09-25T15:05:00,22.14,50.88,1010.54,65,-32
READ_00007094,SENSOR_025,Building_B,2024-09-25T15:10:00,23.92,45.52,1013.06,83,-55
READ_00007095,SENSOR_046,Building_A,2024-09-25T15:15:00,24.17,52.14,1018.76,32,-83
READ_00007096,SENSOR_047,Building_A,2024-09-25T15:20:00,27.93,32.62,1022.19,29,-70
READ_00007097,SENSOR_011,Building_A,2024-09-25T15:25:00,21.18,34.28,1015.17,86,-41
READ_00007098,SENSOR_004,Building_A,2024-09-25T15:30:00,24.21,34.1,1004.81,62,-88
READ_00007099,SENSOR_008,Warehouse_2,2024-09-25T15:35:00,16.23,41.68,1020.82,33,-60
READ_00007100,SENSOR_047,Warehouse_1,2024-09-25T15:40:00,19.59,48.93,1013.97,25,-55
READ_00007101,SENSOR_026,Building_B,2024-09-25T15:45:00,23.12,33.02,1023.98,67,-32
READ_00007102,SENSOR_005,Warehouse_2,2024-09-25T15:50:00,19.57,54.6,1008.19,69,-67
READ_00007103,SENSOR_017,Building_B,2024-09-25T15:55:00,24.64,56.3,1011.79,30,-88
READ_00007104,SENSOR_048,Warehouse_1,2024-09-25T16:00:00,24.78,46.87,1018.54,57,-77
READ_00007105,SENSOR_014,Warehouse_2,2024-09-25T16:05:00,22.53,50.25,1000.9,21,-82
READ_00007106,SENSOR_010,Warehouse_2,2024-09-25T16:10:00,21.44,42.94,1006.97,91,-52
READ_00007107,SENSOR_010,Office_Floor_2,2024-09-25T16:15:00,24.16,25.24,1018.28,32,-75
READ_00007108,SENSOR_027,Warehouse_2,2024-09-25T16:20:00,22.15,51.15,1008.7,21,-58
READ_00007109,SENSOR_003,Warehouse_2,2024-09-25T16:25:00,23.53,60.51,1008.81,21,-52
READ_00007110,SENSOR_017,Office_Floor_1,2024-09-25T16:30:00,18.98,47.52,1009.84,82,-36
READ_00007111,SENSOR_013,Office_Floor_2,2024-09-25T16:35:00,26.26,45.79,1014.05,64,-33
READ_00007112,SENSOR_027,Office_Floor_2,2024-09-25T16:40:00,20.86,33.34,1015.05,34,-65
READ_00007113,SENSOR_032,Warehouse_2,2024-09-25T16:45:00,23.77,61.36,1001.54,51,-78
READ_00007114,SENSOR_017,Building_B,2024-09-25T16:50:00,19.07,47.31,1004.31,38,-72
READ_00007115,SENSOR_016,Building_A,2024-09-25T16:55:00,20.04,46.63,1003.26,36,-84
READ_00007116,SENSOR_015,Building_A,2024-09-25T17:00:00,21.97,24.69,1015.61,88,-68
READ_00007117,SENSOR_024,Warehouse_2,2024-09-25T17:05:00,17.41,56.22,1012.98,99,-88
READ_00007118,SENSOR_021,Office_Floor_1,2024-09-25T17:10:00,26.78,39.04,1021.68,41,-56
READ_00007119,SENSOR_034,Warehouse_2,2024-09-25T17:15:00,22.88,35.69,1011.21,89,-59
READ_00007120,SENSOR_025,Office_Floor_1,2024-09-25T17:20:00,20.53,37.62,1011.26,100,-46
READ_00007121,SENSOR_011,Office_Floor_2,2024-09-25T17:25:00,19.41,51.04,1018.98,78,-87
READ_00007122,SENSOR_035,Warehouse_2,2024-09-25T17:30:00,23.6,55.78,1011.69,46,-65
READ_00007123,SENSOR_020,Office_Floor_2,2024-09-25T17:35:00,24.85,44.01,1009.24,91,-60
READ_00007124,SENSOR_041,Building_A,2024-09-25T17:40:00,19.62,53.56,1007.89,58,-40
READ_00007125,SENSOR_038,Building_A,2024-09-25T17:45:00,20.87,49.05,1009.88,33,-67
READ_00007126,SENSOR_026,Office_Floor_2,2024-09-25T17:50:00,26.94,42.88,1019.59,26,-88
READ_00007127,SENSOR_037,Building_B,2024-09-25T17:55:00,23.3,40.35,1011.86,61,-31
READ_00007128,SENSOR_038,Office_Floor_2,2024-09-25T18:00:00,18.86,33.82,1012.94,82,-88
READ_00007129,SENSOR_036,Warehouse_2,2024-09-25T18:05:00,17.75,52.95,1006.76,94,-51
READ_00007130,SENSOR_023,Office_Floor_2,2024-09-25T18:10:00,24.76,36.47,1016.88,42,-38
READ_00007131,SENSOR_009,Office_Floor_1,2024-09-25T18:15:00,27.53,48.14,1009.81,65,-87
READ_00007132,SENSOR_031,Building_B,2024-09-25T18:20:00,25.3,52.74,1018.52,92,-52
READ_00007133,SENSOR_009,Building_A,2024-09-25T18:25:00,27.13,27.07,1012.84,60,-64
READ_00007134,SENSOR_041,Warehouse_1,2024-09-25T18:30:00,19.68,31.18,1011.66,68,-83
READ_00007135,SENSOR_043,Office_Floor_1,2024-09-25T18:35:00,26.64,59.65,1019.06,55,-48
READ_00007136,SENSOR_008,Warehouse_1,2024-09-25T18:40:00,20.61,38.48,1016.14,87,-85
READ_00007137,SENSOR_003,Warehouse_2,2024-09-25T18:45:00,23.53,31.83,1018.83,53,-30
READ_00007138,SENSOR_021,Building_B,2024-09-25T18:50:00,22.16,35.28,1016.3,76,-32
READ_00007139,SENSOR_009,Office_Floor_1,2024-09-25T18:55:00,19.58,19.17,1011.0,62,-50
READ_00007140,SENSOR_018,Building_A,2024-09-25T19:00:00,20.21,56.09,1010.24,27,-54
READ_00007141,SENSOR_022,Building_A,2024-09-25T19:05:00,23.36,39.95,1005.03,26,-81
READ_00007142,SENSOR_038,Office_Floor_1,2024-09-25T19:10:00,19.04,48.97,1011.3,40,-88
READ_00007143,SENSOR_030,Building_A,2024-09-25T19:15:00,21.64,38.12,1020.83,81,-78
READ_00007144,SENSOR_012,Office_Floor_1,2024-09-25T19:20:00,22.94,32.63,1006.52,72,-47
READ_00007145,SENSOR_026,Warehouse_2,2024-09-25T19:25:00,21.42,46.74,1010.52,30,-74
READ_00007146,SENSOR_032,Office_Floor_2,2024-09-25T19:30:00,19.58,55.66,1012.68,97,-42
READ_00007147,SENSOR_006,Office_Floor_2,2024-09-25T19:35:00,19.52,44.6,1015.93,45,-52
READ_00007148,SENSOR_008,Office_Floor_1,2024-09-25T19:40:00,21.3,59.46,1012.36,31,-80
READ_00007149,SENSOR_023,Office_Floor_2,2024-09-25T19:45:00,21.11,36.14,1016.98,57,-38
READ_00007150,SENSOR_025,Building_B,2024-09-25T19:50:00,24.3,41.3,1011.94,81,-31
READ_00007151,SENSOR_026,Building_B,2024-09-25T19:55:00,16.12,45.93,1014.15,92,-36
READ_00007152,SENSOR_009,Office_Floor_1,2024-09-25T20:00:00,29.62,29.04,1003.14,81,-61
READ_00007153,SENSOR_017,Office_Floor_1,2024-09-25T20:05:00,25.77,55.57,1009.35,67,-73
READ_00007154,SENSOR_019,Building_B,2024-09-25T20:10:00,17.73,58.33,1019.12,53,-36
READ_00007155,SENSOR_037,Office_Floor_1,2024-09-25T20:15:00,21.89,23.74,1014.3,43,-48
READ_00007156,SENSOR_010,Building_B,2024-09-25T20:20:00,22.65,50.19,1020.34,28,-39
READ_00007157,SENSOR_001,Office_Floor_2,2024-09-25T20:25:00,19.42,45.68,1012.96,61,-66
READ_00007158,SENSOR_014,Office_Floor_1,2024-09-25T20:30:00,19.78,35.85,997.01,78,-82
READ_00007159,SENSOR_010,Office_Floor_2,2024-09-25T20:35:00,21.39,61.3,1019.38,34,-33
READ_00007160,SENSOR_046,Building_A,2024-09-25T20:40:00,23.97,38.59,1010.04,22,-82
READ_00007161,SENSOR_041,Office_Floor_1,2024-09-25T20:45:00,22.41,54.34,1009.82,66,-71
READ_00007162,SENSOR_036,Building_A,2024-09-25T20:50:00,24.99,53.01,1013.17,95,-50
READ_00007163,SENSOR_047,Office_Floor_2,2024-09-25T20:55:00,21.25,23.82,1009.96,42,-77
READ_00007164,SENSOR_023,Office_Floor_1,2024-09-25T21:00:00,27.14,68.69,1022.07,54,-54
READ_00007165,SENSOR_017,Building_B,2024-09-25T21:05:00,21.86,39.34,1022.71,76,-44
READ_00007166,SENSOR_042,Warehouse_1,2024-09-25T21:10:00,18.87,32.68,1006.82,36,-40
READ_00007167,SENSOR_023,Office_Floor_1,2024-09-25T21:15:00,27.57,48.13,1005.0,37,-47
READ_00007168,SENSOR_046,Building_A,2024-09-25T21:20:00,23.91,54.07,1010.31,28,-35
READ_00007169,SENSOR_026,Office_Floor_2,2024-09-25T21:25:00,20.49,28.85,1024.36,99,-69
READ_00007170,SENSOR_037,Building_A,2024-09-25T21:30:00,17.36,36.02,1008.68,36,-37
READ_00007171,SENSOR_021,Warehouse_2,2024-09-25T21:35:00,25.94,42.17,1002.37,78,-48
READ_00007172,SENSOR_020,Building_A,2024-09-25T21:40:00,22.95,44.42,1010.54,33,-62
READ_00007173,SENSOR_012,Warehouse_1,2024-09-25T21:45:00,18.19,62.23,1007.79,45,-38
READ_00007174,SENSOR_012,Warehouse_2,2024-09-25T21:50:00,18.05,40.69,1005.11,20,-84
READ_00007175,SENSOR_021,Office_Floor_2,2024-09-25T21:55:00,18.99,43.12,1008.5,36,-85
READ_00007176,SENSOR_043,Office_Floor_1,2024-09-25T22:00:00,26.72,53.4,1000.55,37,-45
READ_00007177,SENSOR_005,Warehouse_2,2024-09-25T22:05:00,25.2,28.94,1011.87,31,-75
READ_00007178,SENSOR_006,Office_Floor_1,2024-09-25T22:10:00,21.02,43.9,1003.88,76,-55
READ_00007179,SENSOR_046,Building_B,2024-09-25T22:15:00,25.72,52.38,1013.32,24,-65
READ_00007180,SENSOR_046,Building_A,2024-09-25T22:20:00,25.1,43.29,1014.13,32,-51
READ_00007181,SENSOR_049,Warehouse_2,2024-09-25T22:25:00,17.18,51.83,1022.19,31,-55
READ_00007182,SENSOR_013,Warehouse_1,2024-09-25T22:30:00,24.99,37.77,1009.3,80,-31
READ_00007183,SENSOR_041,Office_Floor_1,2024-09-25T22:35:00,21.72,53.25,1010.68,44,-30
READ_00007184,SENSOR_040,Office_Floor_2,2024-09-25T22:40:00,20.58,47.69,1012.92,57,-45
READ_00007185,SENSOR_035,Building_A,2024-09-25T22:45:00,21.94,29.39,1013.37,47,-77
READ_00007186,SENSOR_041,Building_B,2024-09-25T22:50:00,20.2,36.63,1017.02,88,-76
READ_00007187,SENSOR_007,Warehouse_2,2024-09-25T22:55:00,19.53,45.54,1011.72,87,-30
READ_00007188,SENSOR_016,Building_B,2024-09-25T23:00:00,22.08,56.65,1018.2,90,-40
READ_00007189,SENSOR_022,Office_Floor_2,2024-09-25T23:05:00,21.74,44.08,1017.63,21,-81
READ_00007190,SENSOR_025,Building_B,2024-09-25T23:10:00,20.27,38.2,1012.69,74,-56
READ_00007191,SENSOR_030,Office_Floor_2,2024-09-25T23:15:00,18.27,39.66,1008.71,68,-90
READ_00007192,SENSOR_021,Building_A,2024-09-25T23:20:00,22.01,53.46,1009.08,43,-43
READ_00007193,SENSOR_024,Building_B,2024-09-25T23:25:00,28.25,45.44,1010.69,89,-50
READ_00007194,SENSOR_012,Building_B,2024-09-25T23:30:00,22.37,43.93,1015.63,75,-68
READ_00007195,SENSOR_013,Warehouse_1,2024-09-25T23:35:00,20.27,51.95,1007.71,40,-30
READ_00007196,SENSOR_043,Building_A,2024-09-25T23:40:00,21.57,34.94,1011.68,87,-58
READ_00007197,SENSOR_011,Warehouse_2,2024-09-25T23:45:00,23.07,40.8,1010.61,54,-67
READ_00007198,SENSOR_006,Office_Floor_2,2024-09-25T23:50:00,26.62,57.38,1013.92,31,-64
READ_00007199,SENSOR_017,Warehouse_2,2024-09-25T23:55:00,20.4,45.22,1018.53,45,-79
READ_00007200,SENSOR_012,Building_B,2024-09-26T00:00:00,25.44,63.19,1017.21,58,-41
READ_00007201,SENSOR_014,Office_Floor_2,2024-09-26T00:05:00,19.08,58.6,1021.93,88,-61
READ_00007202,SENSOR_004,Office_Floor_2,2024-09-26T00:10:00,19.35,54.21,1016.08,75,-90
READ_00007203,SENSOR_008,Warehouse_1,2024-09-26T00:15:00,22.84,35.37,1001.27,38,-74
READ_00007204,SENSOR_030,Warehouse_2,2024-09-26T00:20:00,24.92,55.35,1021.01,24,-44
READ_00007205,SENSOR_007,Office_Floor_1,2024-09-26T00:25:00,19.58,36.05,1014.79,73,-83
READ_00007206,SENSOR_015,Warehouse_1,2024-09-26T00:30:00,18.22,54.47,1016.83,23,-58
READ_00007207,SENSOR_043,Warehouse_1,2024-09-26T00:35:00,28.6,48.0,1014.25,87,-78
READ_00007208,SENSOR_023,Building_A,2024-09-26T00:40:00,13.34,63.93,1005.44,31,-90
READ_00007209,SENSOR_030,Warehouse_1,2024-09-26T00:45:00,24.21,46.65,1005.16,56,-39
READ_00007210,SENSOR_035,Building_A,2024-09-26T00:50:00,15.86,68.63,1004.66,93,-69
READ_00007211,SENSOR_007,Warehouse_2,2024-09-26T00:55:00,19.74,39.72,1006.59,30,-59
READ_00007212,SENSOR_009,Office_Floor_1,2024-09-26T01:00:00,21.19,31.05,1006.05,31,-52
READ_00007213,SENSOR_003,Warehouse_1,2024-09-26T01:05:00,25.14,54.72,1013.55,70,-65
READ_00007214,SENSOR_005,Office_Floor_1,2024-09-26T01:10:00,20.83,45.97,1008.85,21,-66
READ_00007215,SENSOR_037,Warehouse_2,2024-09-26T01:15:00,23.1,42.25,1015.17,86,-61
READ_00007216,SENSOR_012,Warehouse_1,2024-09-26T01:20:00,15.98,43.28,1009.4,39,-71
READ_00007217,SENSOR_022,Building_A,2024-09-26T01:25:00,18.72,55.06,1009.5,71,-41
READ_00007218,SENSOR_050,Warehouse_2,2024-09-26T01:30:00,20.94,44.21,1011.7,43,-90
READ_00007219,SENSOR_039,Building_A,2024-09-26T01:35:00,21.15,53.9,1013.3,87,-81
READ_00007220,SENSOR_002,Office_Floor_1,2024-09-26T01:40:00,16.54,46.94,1009.75,38,-62
READ_00007221,SENSOR_011,Office_Floor_1,2024-09-26T01:45:00,23.16,28.33,1018.02,50,-84
READ_00007222,SENSOR_027,Office_Floor_1,2024-09-26T01:50:00,22.12,29.43,1007.12,77,-34
READ_00007223,SENSOR_010,Building_A,2024-09-26T01:55:00,22.33,28.14,1005.4,62,-72
READ_00007224,SENSOR_043,Building_B,2024-09-26T02:00:00,19.54,48.76,1011.86,34,-50
READ_00007225,SENSOR_045,Building_A,2024-09-26T02:05:00,21.03,42.83,1018.48,68,-34
READ_00007226,SENSOR_023,Building_A,2024-09-26T02:10:00,19.5,45.33,1010.31,54,-74
READ_00007227,SENSOR_042,Office_Floor_2,2024-09-26T02:15:00,21.33,60.41,1016.32,89,-77
READ_00007228,SENSOR_048,Building_A,2024-09-26T02:20:00,21.54,60.18,1009.56,60,-52
READ_00007229,SENSOR_022,Building_B,2024-09-26T02:25:00,24.96,40.31,1015.34,20,-81
READ_00007230,SENSOR_045,Office_Floor_1,2024-09-26T02:30:00,16.48,51.23,1014.53,75,-36
READ_00007231,SENSOR_027,Building_B,2024-09-26T02:35:00,20.55,42.25,1014.61,81,-56
READ_00007232,SENSOR_005,Building_A,2024-09-26T02:40:00,27.25,62.24,1015.45,85,-60
READ_00007233,SENSOR_007,Office_Floor_1,2024-09-26T02:45:00,21.27,49.44,1016.72,39,-75
READ_00007234,SENSOR_017,Building_A,2024-09-26T02:50:00,30.23,29.94,1015.88,94,-61
READ_00007235,SENSOR_024,Warehouse_2,2024-09-26T02:55:00,18.64,46.0,1009.51,47,-75
READ_00007236,SENSOR_032,Office_Floor_2,2024-09-26T03:00:00,19.18,44.98,1013.46,43,-71
READ_00007237,SENSOR_001,Warehouse_1,2024-09-26T03:05:00,21.9,40.69,1008.55,91,-60
READ_00007238,SENSOR_019,Warehouse_2,2024-09-26T03:10:00,20.04,40.43,1017.09,100,-60
READ_00007239,SENSOR_002,Building_A,2024-09-26T03:15:00,20.21,47.3,1008.54,34,-55
READ_00007240,SENSOR_016,Warehouse_2,2024-09-26T03:20:00,21.82,58.1,1017.11,69,-81
