InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,LineTotal
565857,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,2011-09-07 14:13:00,0.0,14911.0,EIRE,0.0
544970,22469,HEART OF WICKER SMALL,12,2011-02-25 11:33:00,1.65,13362.0,United Kingdom,19.799999999999997
554654,22376,AIRLINE BAG VINTAGE JET SET WHITE,-1,2011-08-24 15:47:00,4.25,13969.0,United Kingdom,-4.25
553921,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2011-05-20 09:08:00,2.55,13376.0,United Kingdom,22.95
547171,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-03-21 12:13:00,0.95,17849.0,United Kingdom,0.95
547248,22133,PINK LOVE HEART SHAPE CUP,1,2011-03-22 09:23:00,1.63,,United Kingdom,1.63
537350,22534,MAGIC DRAWING SLATE SPACEBOY ,24,2010-12-06 12:23:00,0.42,14708.0,GBR,10.08
566622,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-09-14 09:27:00,0.85,13860.0,United Kingdom,10.2
569530,21213,PACK OF 72 SKULL CAKE CASES,1,2011-10-04 14:58:00,0.55,17957.0,United Kingdom,-8.888665872456524
545408,22740,POLKADOT PEN,48,2011-03-02 12:10:00,0.85,15067.0,United Kingdom,40.8
572931,23571,TRADITIONAL NAUGHTS & CROSSES,12,2011-10-27 10:02:00,1.65,TEST,United Kingdom,19.799999999999997
561247,23102,SILVER HEARTS TABLE DECORATION,12,2011-07-26 11:38:00,0.83,16592.0,United Kingdom,9.959999999999999
571247,23245,SET OF 3 REGENCY CAKE TINS,4,2011-10-14 16:04:00,4.95,15826.0,United Kingdom,19.8
576837,22393,PAPERWEIGHT VINTAGE COLLAGE,1,2011-11-16 15:16:00,4.96,,United Kingdom,4.96
569910,22386,JUMBO BAG PINK POLKADOT,10,2011-10-06 16:47:00,2.08,17139.0,United Kingdom,20.8
544465,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2011-02-20 15:06:00,2.95,13168.0,United Kingdom,47.2
579689,21723,ALPHABET HEARTS STICKER SHEET,2,2011-11-30 14:00:00,0.85,14606.0,UK,1.7
575930,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1,2011-11-11 17:58:00,7.46,,United Kingdom,7.46
580276,22546,MINI JIGSAW PURDEY,10,2011-12-02 12:59:00,0.19,16426.0,United Kingdom,1.9
550008,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-04-14 10:17:00,2.95,15570.0,United Kingdom,17.700000000000003
546755,22754,SMALL RED BABUSHKA NOTEBOOK ,12,2011-03-16 13:29:00,0.85,12502.0,Spain,10.2
563098,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4,2011-08-12 09:14:00,3.75,14911.0,EIRE,15.0
569216,21733,RED HANGING HEART T-LIGHT HOLDER,-1,2011-10-02 12:41:00,2.95,15555.0,United Kingdom,-2.95
540646,17003,BROCADE RING PURSE ,2,2011-01-10 14:32:00,0.43,,United Kingdom,0.86
559305,22376,AIRLINE BAG VINTAGE JET SET WHITE,1,2011-07-07 12:56:00,4.25,NULL,United Kingdom,4.25
544717,22522,CHILDS GARDEN FORK BLUE ,12,2011-02-23 10:44:00,0.85,18172.0,United Kingdom,10.2
571445,23426,METAL SIGN DROP YOUR PANTS,6,2011-10-17 13:44:00,965133.2745673277,12463.0,Belgium,5790799.647403967
547936,22333,RETROSPOT PARTY BAG + STICKER SET,1,2011-03-28 14:23:00,1.65,15874.0,United Kingdom,1.65
543668,20679,EDWARDIAN PARASOL RED,1,2011-02-11 11:17:00,5.95,18118.0,United Kingdom,5.95
549750,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-04-12 10:48:00,6.95,18109.0,United Kingdom,-6.95
538508,22154,ANGEL DECORATION 3 BUTTONS ,12,2010-12-12 13:32:00,0.42,15998.0,United Kingdom,5.04
576593,22853,CAT BOWL VINTAGE CREAM,2,2011-11-15 14:48:00,3.25,15720.0,United Kingdom,7.499503519177976
547379,21243,PINK  POLKADOT PLATE ,8,2011-03-22 15:13:00,1.69,12720.0,DE,13.52
572964,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,2011-10-27 10:41:00,9.95,12630.0,Finland,19.9
574342,22924,FRIDGE MAGNETS LA VIE EN ROSE,12,2011-11-04 10:10:00,0.0,13447.0,United Kingdom,0.0
550211,23182,TOILET SIGN OCCUPIED OR VACANT,1,2011-04-15 10:41:00,0.0,,United Kingdom,0.0
539324,21348,PINK SPOTS CHOCOLATE NESTING BOXES ,1,2010-12-16 19:51:00,2.95,14985.0,United Kingdom,2.95
539475,37370,RETRO COFFEE MUGS ASSORTED,6,2010-12-19 14:41:00,1.25,16686.0,United Kingdom,7.5
580091,23119,PACK OF 6 LARGE FRUIT STRAWS ,1,2011-12-01 14:37:00,0.62,17293.0,United Kingdom,0.62
557623,23285,PINK VINTAGE SPOT BEAKER,8,2011-06-21 14:15:00,0.85,15498.0,United Kingdom,6.8
576326,21365,MIRRORED WALL ART STARS,1,2011-11-14 15:18:00,0.75,16504.0,United Kingdom,0.75
552961,22189,CREAM HEART CARD HOLDER,4,2011-05-12 12:54:00,3.95,15489.0,United Kingdom,24.566314051085477
571809,22721,SET OF 3 CAKE TINS SKETCHBOOK,1,2011-10-19 11:44:00,4.95,15039.0,United Kingdom,4.95
575318,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-11-09 13:17:00,0.55,14921.0,United Kingdom,13.200000000000001
579559,22422,TOOTHPASTE TUBE PEN,1,2011-05-23 14:15:00,1.25,,United Kingdom,1.25
553575,84879,ASSORTED COLOUR BIRD ORNAMENT,40,2011-05-18 10:08:00,1.69,18260.0,United Kingdom,67.6
553214,84078A,SET/4 WHITE RETRO STORAGE CUBES ,4,2011-05-16 09:49:00,34.95,13408.0,United Kingdom,139.8
565439,21485,RETROSPOT HEART HOT WATER BOTTLE,3,2011-09-04 13:56:00,4.95,14852.0,United Kingdom,14.850000000000001
561209,23245,SET OF 3 REGENCY CAKE TINS,2,2011-07-25 16:57:00,10.79,,United Kingdom,21.58
541219,85087,CANDY SPOT CUSHION COVER,9,2011-01-14 14:06:00,3.29,,United Kingdom,29.61
561097,23013,GLASS APOTHECARY BOTTLE TONIC,4,2026-02-03 21:00:00,3.95,15981.0,United Kingdom,15.8
578314,C2,CARRIAGE,1,2011-11-23 16:33:00,50.0,13350.0,United Kingdom,50.0
559836,23322,LARGE WHITE HEART OF WICKER,6,2011-07-13 10:09:00,2.95,13911.0,United Kingdom,17.700000000000003
576932,22941,CHRISTMAS LIGHTS 10 REINDEER,2,2011-11-17 11:12:00,8.5,15443.0,United Kingdom,17.0
558045,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-06-24 13:35:00,1.45,12615.0,France,17.4
548358,84050,PINK HEART SHAPE EGG FRYING PAN,6,2011-03-30 15:29:00,1.65,15832.0,United Kingdom,9.899999999999999
558614,21974,SET OF 36 PAISLEY FLOWER DOILIES,-1,2011-06-30 15:56:00,2.92,,United Kingdom,-2.92
565541,84926E,FLOWERS TILE COASTER,4,2011-09-05 12:00:00,0.29,14159.0,United Kingdom,1.16
575943,85032A,ROMANTIC IMAGES GIFT WRAP SET,6,2011-11-13 11:44:00,0.65,-1,United Kingdom,3.9000000000000004
580048,21914,BLUE HARMONICA IN BOX ,2,2011-12-01 12:53:00,0.0,NULL,United Kingdom,0.0
553708,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,24,2011-05-18 15:28:00,1.65,16843.0,United Kingdom,39.599999999999994
542147,47567B,TEA TIME KITCHEN APRON,9,2011-01-26 10:02:00,0.0,12782.0,Portugal,0.0
578923,21257,VICTORIAN SEWING BOX MEDIUM,1,2011-11-27 12:01:00,7.95,14527.0,United Kingdom,7.878151043945746
547705,22975,SPACEBOY CHILDRENS EGG CUP,6,2026-02-03 22:00:00,1.25,14056.0,United Kingdom,7.5
577805,22952,60 CAKE CASES VINTAGE CHRISTMAS,120,2011-11-22 08:19:00,0.42,13881.0,United Kingdom,50.4
547810,22349,DOG BOWL CHASING BALL DESIGN,-1,2011-03-25 14:00:00,3.75,,United Kingdom,-3.75
571510,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6,2011-10-17 15:37:00,2.89,18241.0,United Kingdom,17.34
572088,22695,WICKER WREATH SMALL,2,2011-10-20 14:33:00,1.45,14585.0,United Kingdom,2.9
575602,23265,SET OF 3 WOODEN TREE DECORATIONS,1,2011-11-10 12:27:00,1.25,17059.0,United Kingdom,1.25
550633,22383,LUNCH BAG SUKI DESIGN ,4,2026-02-03 23:00:00,1.65,17449.0,United Kingdom,6.6
558680,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,-1,2011-07-01 11:19:00,4.96,,United Kingdom,-4.96
568044,22508,DOORSTOP RETROSPOT HEART,4,2011-09-23 12:10:00,3.75,15763.0,United Kingdom,15.0
552040,21524,DOORMAT SPOTTY HOME SWEET HOME,6,2026-02-04 00:00:00,7.95,12502.0,Spain,47.7
578954,72799C,PINK PILLAR CANDLE SILVER FLOCK,1,2011-11-27 15:02:00,2.95,15054.0,United Kingdom,2.95
571352,22558,CLOTHES PEGS RETROSPOT PACK 24 ,13,2011-10-17 11:49:00,1.65,18042.0,United Kingdom,21.45
550921,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,2011-04-21 14:21:00,49550.48267864895,14770.0,United Kingdom,594605.7921437874
572550,21407,BROWN CHECK CAT DOORSTOP ,-1,2011-10-24 17:06:00,8.29,,United Kingdom,-8.29
552277,22713,CARD I LOVE LONDON ,12,2011-05-08 12:34:00,0.42,13642.0,United Kingdom,5.04
569697,22625,RED KITCHEN SCALES,2,2011-10-05 15:38:00,8.5,17647.0,United Kingdom,17.0
565233,22911,PAPER CHAIN KIT LONDON,1,2011-09-02 09:34:00,5.79,,United Kingdom,5.79
566041,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-09-08 13:48:00,1.25,13814.0,Germany,30.0
556108,23228,FILIGREE HEART BIRD WHITE ,1,2011-06-08 17:59:00,2.46,,United Kingdom,5.7420475414474765
566985,20717,STRAWBERRY SHOPPER BAG,4,2011-09-16 10:42:00,2.46,,United Kingdom,9.84
562574,22548,HEADS AND TAILS SPORTING FUN,2,2011-08-07 12:42:00,1.25,14903.0,United Kingdom,2.5
564840,23445,ICE CREAM BUBBLES,1,2011-08-30 12:49:00,1.63,,GB,1.63
539610,90214K,"LETTER ""K"" BLING KEY RING",1,2010-12-20 14:33:00,1.25,14606.0,United Kingdom,1.25
540247,35909A,RABBIT EASTER DECORATION,1,2011-01-05 15:56:00,2.95,15464.0,UK,2.95
550651,22925,BLUE GIANT GARDEN THERMOMETER,2,2011-04-19 16:52:00,5.95,15436.0,United Kingdom,11.9
537153,22759,SET OF 3 NOTEBOOKS IN PARCEL,6,2010-12-05 13:03:00,1.65,16718.0,United Kingdom,9.899999999999999
567372,21218,RED SPOTTY BISCUIT TIN,1,2011-10-04 16:37:00,8.29,,United Kingdom,10.615813116755481
559547,23207,LUNCH BAG ALPHABET DESIGN,3,2011-07-10 15:12:00,1.65,17758.0,United Kingdom,4.949999999999999
551462,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-04-28 16:11:00,1.69,15210.0,United Kingdom,13.52
540353,22962,JAM JAR WITH PINK LID,6,2011-01-06 14:53:00,0.85,13764.0,United Kingdom,5.1
553553,23158,SET OF 5 LUCKY CAT MAGNETS ,12,2011-05-17 16:32:00,2.08,16156.0,United Kingdom,24.96
543235,21868,POTTING SHED TEA MUG,-2,2011-02-04 13:30:00,1.25,14462.0,United Kingdom,-2.5
573585,23207,LUNCH BAG ALPHABET DESIGN,1,2011-10-31 14:41:00,4.13,,United Kingdom,4.13
548504,21786,POLKADOT RAIN HAT ,1,2011-03-31 14:33:00,0.79,,United Kingdom,0.79
566949,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2011-09-15 16:32:00,1.25,,United Kingdom,1.25
572738,22422,TOOTHPASTE TUBE PEN,3,2011-09-15 16:32:00,1.25,,United Kingdom,3.75
561125,22747,POPPY'S PLAYHOUSE BATHROOM,6,2011-07-25 12:58:00,0.0,17364.0,United Kingdom,0.0
C543755,23144,ZINC T-LIGHT HOLDER STARS SMALL,24,2011-05-04 15:25:00,0.83,15027.0,United Kingdom,19.919999999999998
576618,23350,ROLL WRAP VINTAGE SPOT ,1,2026-02-04 01:00:00,2.46,NULL,United Kingdom,2.46
561399,22740,POLKADOT PEN,48,2011-07-27 10:53:00,0.85,15125.0,United Kingdom,40.8
556803,23205,CHARLOTTE BAG VINTAGE ALPHABET ,7,2011-06-14 14:57:00,2.46,,United Kingdom,17.22
543919,22383,LUNCH BAG SUKI  DESIGN ,10,2011-02-14 14:03:00,0.0,13157.0,United Kingdom,0.0
572290,23389,SPACEBOY MINI BACKPACK,2,2011-10-23 12:46:00,4.15,14800.0,United Kingdom,8.3
570011,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,48,2011-10-07 09:44:00,0.29,16477.0,United Kingdom,13.919999999999998
577473,23198,PANTRY MAGNETIC  SHOPPING LIST,1,2011-11-20 11:28:00,1.45,15919.0,United Kingdom,1.45
572867,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,1,2011-10-26 13:19:00,2.55,14598.0,United Kingdom,2.55
576618,85099B,JUMBO BAG RED RETROSPOT,5,2011-11-15 17:00:00,0.0,,United Kingdom,0.0
546304,22974,CHILDRENS DOLLY GIRL MUG,6,2011-03-10 15:52:00,1.65,14077.0,United Kingdom,9.899999999999999
567656,23299,FOOD COVER WITH BEADS SET 2 ,1,2011-09-21 14:40:00,7.46,14096.0,United Kingdom,7.46
539436,22029,SPACEBOY BIRTHDAY CARD,1,2010-12-17 14:49:00,0.85,,United Kingdom,0.85
567901,22814,CARD PARTY GAMES ,1,2011-09-22 16:28:00,0.42,,United Kingdom,0.42
553224,23206,LUNCH BAG APPLE DESIGN,4,2011-05-16 10:40:00,0.0,17228.0,United Kingdom,0.0
562204,22096,PINK PAISLEY SQUARE TISSUE BOX ,2,2026-02-04 02:00:00,0.39,16324.0,United Kingdom,0.78
559165,21902,"KEY FOB , FRONT  DOOR ",-1,2011-07-06 16:40:00,0.65,-1,United Kingdom,-0.65
549844,22285,HANGING HEN ON NEST DECORATION,-1,2011-04-12 14:17:00,1.65,12854.0,United Kingdom,-1.65
576054,23365,SET 12 COLOUR PENCILS LOVE LONDON,1,2011-11-13 14:55:00,0.65,15787.0,United Kingdom,0.65
547985,85049G,CHOCOLATE BOX RIBBONS ,12,2011-03-29 08:43:00,1.25,16455.0,United Kingdom,15.0
580983,23285,PINK VINTAGE SPOT BEAKER,3,2011-12-06 16:26:00,1.63,,United Kingdom,4.89
573695,23397,FOOT STOOL HOME SWEET HOME ,4,2011-10-31 17:13:00,9.95,15023.0,United Kingdom,39.8
552659,22556,PLASTERS IN TIN CIRCUS PARADE ,1,2011-05-10 15:03:00,3.29,,United Kingdom,3.29
577485,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,3,2011-11-20 11:56:00,2.95,16360.0,United Kingdom,8.850000000000001
547386,20846,ZINC HEART LATTICE T-LIGHT HOLDER,4,2011-03-22 15:52:00,2.46,,United Kingdom,9.84
571716,22905,CALENDAR IN SEASON DESIGN,1,2011-10-18 17:05:00,2.46,,GBR,2.46
542618,22588,CARD HOLDER GINGHAM HEART,2,2011-01-30 15:52:00,2.55,14502.0,United Kingdom,5.1
553390,22485,SET OF 2 WOODEN MARKET CRATES,1,2011-05-16 16:41:00,12.75,17841.0,GBR,12.75
543214,22690,DOORMAT HOME SWEET HOME BLUE ,2,2011-02-04 13:19:00,7.95,12779.0,Poland,15.9
561710,22768,FAMILY PHOTO FRAME CORNICE,-1,2011-07-29 11:45:00,9.95,13827.0,UK,-9.95
538866,47591D,PINK FAIRY CAKE CHILDRENS APRON,1,2010-12-14 14:40:00,1.95,17841.0,UK,1.95
568137,22747,POPPY'S PLAYHOUSE BATHROOM,6,2011-09-25 10:34:00,2.1,12488.0,France,12.600000000000001
565613,22191,IVORY DINER WALL CLOCK,1,2011-09-05 15:19:00,8.5,13744.0,United Kingdom,8.5
541566,22074,6 RIBBONS SHIMMERING PINKS ,48,2011-01-19 11:50:00,0.42,17722.0,United Kingdom,20.16
561911,85049H,URBAN BLACK RIBBONS ,-12,2011-08-01 10:26:00,1.25,12534.0,Germany,-15.0
537441,22806,SET OF 6 T-LIGHTS WEDDING CAKE ,6,2010-12-06 17:26:00,2.95,13564.0,United Kingdom,17.700000000000003
568397,21755,LOVE BUILDING BLOCK WORD,3,2011-09-27 10:24:00,6.25,15745.0,United Kingdom,18.75
558765,21145,ANTIQUE GLASS PLACE SETTING,12,2011-07-03 13:12:00,1.25,GUEST,United Kingdom,15.0
554160,82482,WOODEN PICTURE FRAME WHITE FINISH,3,2011-05-23 11:49:00,2.55,17841.0,United Kingdom,7.6499999999999995
536522,21810,CHRISTMAS HANGING STAR WITH BELL,2,2010-12-01 12:49:00,1.25,15012.0,United Kingdom,2.5
549976,47566,PARTY BUNTING,4,2011-04-13 14:39:00,4.95,15855.0,United Kingdom,19.8
568719,21982,PACK OF 12 SUKI TISSUES ,1,2011-09-28 16:19:00,0.83,,United Kingdom,0.83
552285,84987,SET OF 36 TEATIME PAPER DOILIES,1,2011-05-08 12:58:00,1.45,14684.0,United Kingdom,1.45
566534,20723,STRAWBERRY CHARLOTTE BAG,21,2011-09-13 11:32:00,2.46,,United Kingdom,51.66
568063,23350,ROLL WRAP VINTAGE SPOT ,12,2011-09-23 13:24:00,1.25,15981.0,United Kingdom,15.0
537823,15036,ASSORTED COLOURS SILK FAN,1,2010-12-08 14:25:00,1.28,,United Kingdom,1.28
560544,20754,RETROSPOT RED WASHING UP GLOVES,6,2011-07-19 12:37:00,2.1,12569.0,Germany,12.600000000000001
571746,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-10-19 10:56:00,2.95,TEST,United Kingdom,17.700000000000003
562928,22037,ROBOT BIRTHDAY CARD,24,2011-06-30 16:43:00,0.42,13745.0,United Kingdom,15.822137892668788
567656,23096,PETIT TRAY CHIC,1,2011-09-21 14:40:00,3.29,14096.0,United Kingdom,3.29
571913,22208,WOOD STAMP SET THANK YOU,12,2011-10-19 15:29:00,0.83,0,United Kingdom,9.959999999999999
573100,22899,CHILDREN'S APRON DOLLY GIRL ,6,2011-10-27 14:49:00,2.1,17528.0,United Kingdom,12.600000000000001
549932,20719,WOODLAND CHARLOTTE BAG,10,2011-04-13 10:40:00,0.85,13534.0,United Kingdom,8.5
554116,21175,GIN + TONIC DIET METAL SIGN,5,2011-05-22 15:11:00,2.55,14514.0,United Kingdom,12.75
557324,23188,VINTAGE  2 METER FOLDING RULER,3,2011-06-20 09:41:00,3.29,,United Kingdom,9.870000000000001
538079,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,2010-12-09 14:27:00,1.65,17671.0,United Kingdom,19.799999999999997
578344,21181,PLEASE ONE PERSON METAL SIGN,2,2011-11-24 09:21:00,4.13,,United Kingdom,8.26
538363,22900, SET 2 TEA TOWELS I LOVE LONDON ,4,2010-12-10 17:14:00,2.95,18016.0,United Kingdom,11.8
545216,22791,T-LIGHT GLASS FLUTED ANTIQUE,1,2011-02-28 16:50:00,2.46,GUEST,United Kingdom,2.46
545865,85099F,JUMBO BAG STRAWBERRY,200,2011-03-07 14:17:00,91145.58194719917,15769.0,United Kingdom,18229116.389439832
558614,20897,VINTAGE NOTEBOOK PARIS DAYS,1,2011-06-30 15:56:00,2.46,,United Kingdom,2.46
574950,21822,GLITTER CHRISTMAS TREE WITH BELLS,1,2011-11-08 09:29:00,1.63,,United Kingdom,1.63
570211,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,1,2011-10-09 11:15:00,1.25,13558.0,United Kingdom,1.25
542869,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-01 12:27:00,1.69,17035.0,UK,13.52
567462,84510A,SET OF 4 ENGLISH ROSE COASTERS,1,2026-02-04 03:00:00,2.46,,United Kingdom,2.46
572290,22659,LUNCH BOX I LOVE LONDON,6,2011-10-23 12:46:00,1.95,14800.0,United Kingdom,11.7
537868,22544,MINI JIGSAW SPACEBOY,24,2010-12-08 16:49:00,0.42,12433.0,Norway,10.08
578746,22835,HOT WATER BOTTLE I AM SO POORLY,3,2011-11-25 11:36:00,12.46,,United Kingdom,37.38
546306,47504K,ENGLISH ROSE GARDEN SECATEURS,1,2011-03-10 16:16:00,8.29,,United Kingdom,8.29
542709,21889,WOODEN BOX OF DOMINOES,12,2011-01-31 13:17:00,1.25,15144.0,United Kingdom,15.0
574102,22866,HAND WARMER SCOTTY DOG DESIGN,24,2011-11-03 10:27:00,2.1,16128.0,United Kingdom,50.400000000000006
553657,22384,LUNCH BAG PINK POLKADOT,1,2011-05-18 11:28:00,1.65,NULL,United Kingdom,1.65
577728,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,2011-11-21 12:52:00,0.85,17811.0,United Kingdom,-5.716595263140718
580729,84510C,SET OF 4 POLKADOT COASTERS,2,2011-12-05 17:24:00,722464.8067111145,,United Kingdom,1444929.613422229
537199,22866,HAND WARMER SCOTTY DOG DESIGN,1,2010-12-05 14:06:00,2.1,GUEST,United Kingdom,2.1
553059,22460,EMBOSSED GLASS TEALIGHT HOLDER,96,2011-05-13 10:44:00,1.06,16660.0,United Kingdom,101.76
579754,20676,RED RETROSPOT BOWL,2,2011-11-30 14:52:00,1.25,17911.0,United Kingdom,2.5
550011,22971,QUEENS GUARD COFFEE MUG,1,2011-04-14 10:40:00,2.55,,United Kingdom,2.55
553831,23112,PARISIENNE CURIO CABINET,2,2011-05-19 11:36:00,7.5,14442.0,Channel Islands,10.417088352263132
573153,23203,JUMBO BAG VINTAGE DOILY ,300,2011-10-28 07:39:00,0.0,12678.0,France,0.0
560491,23159,SET OF 5 PANCAKE DAY MAGNETS,-1,2011-07-19 10:51:00,2.08,12415.0,Australia,-2.08
538209,22210,WOOD STAMP SET BEST WISHES,1,2010-12-10 11:42:00,1.65,12748.0,United Kingdom,1.65
573245,21232,STRAWBERRY CERAMIC TRINKET POT,1,2026-02-04 04:00:00,1.25,17841.0,United Kingdom,1.25
548522,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,2011-03-31 16:43:00,0.0,,United Kingdom,0.0
576840,22995,TRAVEL CARD WALLET SUKI,2,2011-11-16 15:23:00,0.83,,United Kingdom,1.66
572997,21803,CHRISTMAS TREE STAR DECORATION,36,2011-10-27 11:24:00,0.42,17878.0,United Kingdom,15.12
547418,21403,BLUE EGG  SPOON,24,2011-03-23 10:25:00,0.12,13148.0,United Kingdom,2.88
578057,21411,GINGHAM HEART  DOORSTOP RED,3,2011-09-30 14:07:00,4.25,15411.0,United Kingdom,12.75
547925,22907,PACK OF 20 NAPKINS PANTRY DESIGN,24,2011-03-28 13:57:00,0.85,12481.0,Germany,20.4
564221,23317,BLUE REFECTORY CLOCK ,1,2011-08-24 09:36:00,19.96,,United Kingdom,19.96
538524,90010B,BLACK/WHITE GLASS/SILVER BRACELET,1,2010-12-13 09:35:00,9.77,,United Kingdom,9.77
560856,23549,WRAP BIRD GARDEN ,25,2026-02-04 05:00:00,0.42,16607.0,United Kingdom,10.5
537646,85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,1,2010-12-07 15:39:00,2.1,17591.0,United Kingdom,2.1
538205,22493,PAINT YOUR OWN CANVAS SET,-6,2010-12-10 11:24:00,1.65,12748.0,United Kingdom,-9.899999999999999
537624,85014A,BLACK/BLUE POLKADOT UMBRELLA,1,2010-12-07 14:41:00,5.95,12748.0,United Kingdom,6.175982511659264
570660,22427,ENAMEL FLOWER JUG CREAM,48,2011-10-11 14:18:00,247482.7218311833,14866.0,United Kingdom,11879170.647896798
543737,21441,BLUE BIRDHOUSE DECORATION,12,2011-02-11 12:45:00,0.85,12477.0,Germany,10.2
536798,22413,METAL SIGN TAKE IT OR LEAVE IT ,12,2010-12-02 15:55:00,2.95,17838.0,United Kingdom,35.400000000000006
541851,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-01-23 14:20:00,5.95,17841.0,United Kingdom,11.9
566952,22074,6 RIBBONS SHIMMERING PINKS ,2,2026-02-04 06:00:00,1.25,,United Kingdom,2.5
557129,21095,SET/6 POSIES PAPER PLATES,11,2011-06-16 19:59:00,0.85,17841.0,United Kingdom,9.35
566451,21899,GARAGE KEY FOB,3,2011-09-12 16:14:00,0.0,18069.0,United Kingdom,0.0
574034,79321,CHILLI LIGHTS,24,2011-11-02 12:45:00,4.95,17841.0,United Kingdom,118.80000000000001
572330,23439,HAND WARMER RED LOVE HEART,1,2011-10-24 10:17:00,0.0,16426.0,United Kingdom,0.0
574074,22961,JAM MAKING SET PRINTED,-2,2026-02-04 07:00:00,3.29,,United Kingdom,-6.58
565732,23202,JUMBO BAG VINTAGE LEAF,10,2011-09-06 12:10:00,2.08,17068.0,United Kingdom,20.8
559693,21533,RETROSPOT LARGE MILK JUG,1,2011-07-11 16:21:00,9.96,,United Kingdom,9.96
564726,22988,SOLDIERS EGG CUP ,12,2011-08-28 12:29:00,1.25,18077.0,United Kingdom,15.0
570244,72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,6,2011-10-09 16:05:00,0.0,14514.0,United Kingdom,0.0
541827,85131A,BEADED PEARL HEART WHITE ON STICK,1,2011-01-21 17:05:00,0.0,TEST,United Kingdom,0.0
560257,22141,CHRISTMAS CRAFT TREE TOP ANGEL,12,2011-07-17 13:25:00,2.1,13340.0,United Kingdom,25.200000000000003
549734,22117,METAL SIGN HER DINNER IS SERVED ,1,2011-04-11 17:12:00,2.95,16409.0,United Kingdom,2.95
557472,22690,DOORMAT HOME SWEET HOME BLUE ,2,2011-06-20 13:27:00,7.95,GUEST,Norway,15.9
570467,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-10-10 16:06:00,0.83,12607.0,USA,6.64
536801,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2010-12-02 16:12:00,3.75,,United Kingdom,15.0
545897,22855,FINE WICKER HEART ,4,2011-03-07 17:22:00,2.46,,United Kingdom,9.84
552514,21399,BLUE POLKADOT COFFEE MUG,1,2011-05-09 16:30:00,1.63,,United Kingdom,1.63
548864,21172,PARTY METAL SIGN ,-1,2011-04-04 14:00:00,1.45,15756.0,United Kingdom,-1.45
545186,20723,STRAWBERRY CHARLOTTE BAG,4,2011-02-28 15:05:00,0.85,TEST,United Kingdom,3.4
572549,23636,SET 10 CARDS WISHING TREE 17116,-1,2011-10-24 17:03:00,2.91,,United Kingdom,-2.91
551868,21877,HOME SWEET HOME MUG,12,2011-05-04 16:29:00,1.25,12540.0,Spain,15.0
562711,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-08-08 14:53:00,2.95,16788.0,United Kingdom,14.75
539240,85169A,IVORY LOVE BIRD CANDLE,12,2010-12-16 13:15:00,1.25,15194.0,United Kingdom,15.0
579942,84792,ENCHANTED BIRD COATHANGER 5 HOOK,4,2011-12-01 10:33:00,4.65,16145.0,United Kingdom,18.6
578325,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,1,2011-11-23 17:43:00,2.1,16343.0,United Kingdom,2.1
552802,21533,RETROSPOT LARGE MILK JUG,2,2011-05-11 12:23:00,4.95,16115.0,United Kingdom,9.9
541658,20752,BLUE POLKADOT WASHING UP GLOVES,2,2011-01-20 12:16:00,2.1,15529.0,United Kingdom,4.2
577077,21677,HEARTS  STICKERS,6,2011-11-17 15:16:00,0.85,17799.0,United Kingdom,5.1
